title,source,label
성탄절 경북 포항 여진 잇따라 주민들 또다시 가슴 ‘철렁’,/news/newsView.php?id=20171225500078,bad
[속보] 코로나 558명 신규확진…사흘 연속 500명대,https://www.joongang.co.kr/article/24026353,bad
[유진모의 테마토크] 내려올 줄 아는 이효리의 겸양지덕,http://www.seoul.co.kr/news/newsView.php?id=20170911026002,notbad
국민의힘 “재보선 승리” 反文연대 꾸리나,http://www.segye.com/content/html/2020/10/29/20201029522940.html,notbad
"김인제 시의원, ‘2018 한국을빛낸사람들대상’ 수상",http://www.seoul.co.kr/news/newsView.php?id=20180223500140,notbad
법정 나온 고영주 “문재인은 공산주의자 확신”,http://news.khan.co.kr/kh_news/khan_art_view.html?artid=201708312153005&code=940301,bad
“이젠 네온스완도 배제못해… 경제적 복원력 높이는 게 급선무”,http://www.munhwa.com/news/view.html?no=2020050801072930319001,notbad
[살며 사랑하며-윤고은] “등은 밀수록 좋아”,http://news.kmib.co.kr/article/view.asp?arcid=0923756708&code=11171315,notbad
"박영선, 강북권 돌며 '맞춤형 공약'…""강북횡단선 조기 착공""",http://www.segye.com/content/html/2021/03/20/20210320505440.html,notbad
지진 피해 수습해 가는 경주,http://www.seoul.co.kr/news/newsView.php?id=20161013012016,notbad
홍남기 “탄소정책 보호무역주의 악용 방지해야”,http://www.segye.com/content/html/2021/04/07/20210407508802.html,notbad
"‘어벤져스’ 내한, 베네딕트 컴버배치 등 4人 확정 ‘기대감 UP’",http://en.seoul.co.kr/news/newsView.php?id=20180402500074,notbad
이장님께 지역 역사 배우는 시골학교의 ‘마을 선생님’ 실험,https://www.joongang.co.kr/article/22101674,notbad
"""민생 외치는건 반간계"" 추미애 입 거칠수록 윤석열 커진다?",https://www.joongang.co.kr/article/24054270,bad
이거 실화?…'공중에 붕 뜬 횡단보도'를 아시나요?,https://www.joongang.co.kr/article/22150697,notbad
[신간] ‘역사는 스스로 길을 찾는다’ 이갑영 인천대 중국학술원장 룩셈부르크 100주기 기념 책 펴내,http://news.kmib.co.kr/article/view.asp?arcid=0012979994&code=61121411&cp=kd,notbad
“反트럼프 정책 지원” 블룸버그 前 뉴욕시장 2억달러 규모 콘테스트,http://news.kmib.co.kr/article/view.asp?arcid=0923772644&code=11141400,bad
한국당 인적쇄신 태풍 속으로,http://www.naeil.com/news_view/?id_art=333040,notbad
‘청소여사님 챙기는 투머치토커’ 윤석열 블라인드 품평,http://news.kmib.co.kr/article/view.asp?arcid=0015380976&code=61121111&cp=kd,notbad
예술보다 더 예술 같은 일상속 울림의 순간들,http://www.munhwa.com/news/view.html?no=2017041701032527097001,notbad
"어린이 화장품 브랜드 아토오겔, 2019 소비자만족 브랜드 대상 1위 수상",https://www.joongang.co.kr/article/23585507,notbad
"""놈놈놈에 질긴놈 추가냐"" 압박에 安 ""좋은놈으로 해달라""",https://www.joongang.co.kr/article/25020347,notbad
"틸러슨 ""北이 대화 준비됐다고 말하길 귀 기울이는 중""",http://www.segye.com/content/html/2018/02/18/20180218002180.html,notbad
“면역력 높아 괜찮아”… 여전히 클럽·술집 몰리는 2030,http://www.segye.com/content/html/2020/03/12/20200312517465.html,bad
물살 가르는 웨이크보더,https://www.donga.com/news/article/all/20170515/84375644/1,notbad
"에스맥, +5.90% VI 발동",https://biz.chosun.com/site/data/html_dir/2020/03/31/2020033103110.html?utm_source=bigkinds&utm_medium=original&utm_campaign=biz,notbad
사적모임 제한 바로 알고 실천!,http://www.naeil.com/news_view/?id_art=391286,notbad
‘코로나19’ 감염 확산세…내일(9일)부터 日서 입국하는 모든 승객 특별절차 거쳐야,http://www.segye.com/content/html/2020/03/08/20200308506304.html,bad
너무 놀라 나자빠진 호랑이,http://www.seoul.co.kr/news/newsView.php?id=20160922500132,notbad
7월 1일부터 6단계 장애등급 폐지…장애인 보험료 확인 혜택 확대키로,http://www.munhwa.com/news/view.html?no=20190625MW145442491493,notbad
징역 1년 구형 한화 3남 김동선…네티즌 “그룹이름 팬다로 바꿔야할듯”,http://www.seoul.co.kr/news/newsView.php?id=20170223500005,bad
프로당구 역전 우승 강동궁 “팔꿈치 아픔 참고 쳤다”,http://www.hani.co.kr/arti/sports/sports_general/1000491.html,notbad
"""폭우 가능성 있으니 대비"" 그 문자 뒤에 숨은 LG·SK 담합",https://www.joongang.co.kr/article/23638375,bad
文대통령 지지율 60%대 회복…하락세 마감,https://www.joongang.co.kr/article/22892765,notbad
파면 11일 만에 '29자 메시지'… 1001호 조사실 직행,http://www.segye.com/content/html/2017/03/21/20170321003577.html,bad
[포토] 선미 '화려한 퍼포먼스',http://www.segye.com/content/html/2021/02/23/20210223511533.html,notbad
유승민 “작은 공이 큰 역사를 만들다” [스포츠What수다],http://www.hani.co.kr/arti/sports/sports_general/984755.html,notbad
테러·보복에도 “예정대로 철군”… 바이든 ‘카터의 실패’ 재현하나,http://www.seoul.co.kr/news/newsView.php?id=20210830002082,notbad
"22일만에 나타난 김정은, 핵·미사일개발 주역들 승진시켜",https://news.chosun.com/site/data/html_dir/2020/05/24/2020052400502.html?utm_source=bigkinds&utm_medium=original&utm_campaign=news,bad
"‘용가리 과자’ 퇴출…식약처, 액체질소 안전관리 강화",http://www.seoul.co.kr/news/newsView.php?id=20170829500051,notbad
백선엽 “서울현충원 무산되면 칠곡 다부동 전적지 묻히겠다”,http://www.munhwa.com/news/view.html?no=2020052901030930114001,notbad
63만회 검색… 뉴욕·파리 뛰어넘은 평창,http://www.seoul.co.kr/news/newsView.php?id=20180313012010,notbad
무료 법률상담으로 지역사회 상생 밑거름 ‘톡톡’,http://www.munhwa.com/news/view.html?no=20190220MW143934729422,notbad
"세종의사당 설치법, 여야 합의로 운영소위 통과… 與 “9월 국회 처리”",http://www.segye.com/content/html/2021/08/24/20210824511881.html,notbad
"르펜, 1위로 올라가도 승리 힘들어… 마크롱, 결선 가면 당선 가능성 높아",https://www.donga.com/news/article/all/20170416/83890845/1,notbad
"‘예루살렘 대사관’ 강행하는 트럼프, 팔레스타인에 ‘깜짝 선물’?",http://news.kmib.co.kr/article/view.asp?arcid=0923942379&code=11141400,notbad
보이스피싱 막은 농협은행 직원,http://www.naeil.com/news_view/?id_art=316220,notbad
"첫 국무회의 오세훈에 文대통령 ""당선축하…어디 계시죠?""",http://www.segye.com/content/html/2021/04/13/20210413507983.html,notbad
野3당 “朴탄핵안 오늘 발의·9일 표결”,http://www.munhwa.com/news/view.html?no=2016120201070130119001,bad
"양현석, 협박 혐의로 입건…경찰 ""조만간 소환""",http://news.khan.co.kr/kh_news/khan_art_view.html?artid=201911061633001&code=620100,bad
"팬스타그룹, 부산 청년일자리 창출 나서",http://biz.chosun.com/site/data/html_dir/2019/01/06/2019010600712.html?utm_source=bigkinds&utm_medium=original&utm_campaign=biz,notbad
울산서 시내버스 교통사고 2명 사망·37명 중경상,http://www.munhwa.com/news/view.html?no=20180405MW171537383073,bad
“아파트 42채 갭투자 미국인”…외국인 부동산 거래 ‘사상 최대’,http://www.seoul.co.kr/news/newsView.php?id=20210126500029,bad
이란 부통령 만난 丁총리 “핵합의 복원 지원”,http://go.seoul.co.kr/news/newsView.php?id=20210413011006,notbad
손 맞잡은 노사,http://www.segye.com/content/html/2017/12/26/20171226004550.html,notbad
[세상읽기]민주주의는 국회 앞에서 멈춘다,http://news.khan.co.kr/kh_news/khan_art_view.html?artid=201903042045035&code=990100,bad
<글로벌 포커스>살아남으려는 공화당… ‘트럼프 걷어내기’ 쉽지 않네,http://www.munhwa.com/news/view.html?no=2021020401031439274001,bad
얼음 호수에 빠진 ‘낯선 개’ 구하려 뛰어든 英 남성(영상),http://nownews.seoul.co.kr/news/newsView.php?id=20210112601018,notbad
"""웃자""…NS윤지, 섹시 쇄골+탄탄 복근 '건강미 넘치네'",http://www.segye.com/content/html/2017/01/23/20170123000318.html,notbad
[함께하는 금융] 소 설사·장염·난산 등 진료비 보상 ‘가축질병치료보험’ 시범운영 큰 호응,https://www.joongang.co.kr/article/23536236,notbad
“나랑 살자” 제자에 성희롱 교수… 法 “서울대 재임용 거부 정당”,http://www.munhwa.com/news/view.html?no=2021072601071030322001,bad
태풍 ‘바비’…인천 강화 1168가구 정전 등 피해 잇따라,http://news.khan.co.kr/kh_news/khan_art_view.html?artid=202008271300001&code=940202,bad
"따끈따끈한 군고구마 꿀맛 한 입, 사랑 한 입… “투병 어린이들 살려요”",http://news.khan.co.kr/kh_news/khan_art_view.html?artid=201901082111015&code=620107,notbad
[시사중국어학원]신장개업 할인,http://news.donga.com/3/all/20180219/88743820/1,notbad
"민선 7기 김영록 전남지사, 대규모 SOC 공약 사업 '지지부진'",http://www.segye.com/content/html/2019/07/22/20190722505396.html,bad
"대법, 김경수 ‘지사직 유지 여부’ 21일 선고",https://www.donga.com/news/article/all/20210709/107878762/1,bad
[이수진·조용신의 스테이지 도어] 더 ‘안전한 극장’ 만들기와 더 감동있는 작품 만들기,http://news.kmib.co.kr/article/view.asp?arcid=0924143231&code=13120000,notbad
"평창 개막 전날의 北 열병식, 최소 5만명 동원할 듯",http://news.chosun.com/site/data/html_dir/2018/01/30/2018013000197.html?utm_source=bigkinds&utm_medium=original&utm_campaign=news,notbad
‘배출가스 허위광고’ 아우디 등 10억대 과징금,http://www.seoul.co.kr/news/newsView.php?id=20210909020013,bad
이근 대위 “돈 빌렸지만 빠른 시간 내에 갚았다… 법적조치 강구 중” 증거 공개,http://www.segye.com/content/html/2020/10/03/20201003501477.html,bad
2028 세계 섬 엑스포 유치 위해 목포·진도·신안 뭉쳤다,http://www.segye.com/content/html/2020/10/15/20201015516330.html,notbad
정신병원서 남성 환자가 여성 환자 성폭행...병원은 증거인멸 시도,http://www.seoul.co.kr/news/newsView.php?id=20210915500105,bad
오빠 어디가?… 훌쩍 커버린 윤후와 반려견 순수 근황,http://news.kmib.co.kr/article/view.asp?arcid=0012483483&code=61181911&cp=kd,notbad
액션도 총격신도 없다 리암 니슨의 따뜻한 드라마,http://www.segye.com/content/html/2021/11/18/20211118515470.html,notbad
[동영상] 장 담그기 좋은 날,http://www.segye.com/content/html/2019/03/14/20190314512497.html,notbad
중국 옌청소학교서 ‘아름다운 교실’ 행사,http://www.segye.com/content/html/2016/06/15/20160615003476.html,notbad
강경화 “백신 확보 늦은 이유? 국제사회 공급 협력했기 때문”,https://www.chosun.com/politics/diplomacy-defense/2021/05/27/KTNAKFJJSNDPLCPFKVMPTB5R6Q/?utm_source=bigkinds&utm_medium=original&utm_campaign=news,notbad
"[기고]신재생에너지, ‘바이오가스’도 있다",http://news.khan.co.kr/kh_news/khan_art_view.html?artid=201710152059025&code=990304,notbad
세종시 공무원도… 세종 산업단지 발표前 토지 샀다,https://www.chosun.com/national/2021/03/15/5ISJJLFXYVF4LF6OCN2QHOQZRQ/?utm_source=bigkinds&utm_medium=original&utm_campaign=news,bad
완판 아이템 ‘한정판 캠핑 굿즈’ 열전,http://news.kmib.co.kr/article/view.asp?arcid=0924192353&code=11151400,notbad
금속에 무늬를 입히는 입사 기술,http://www.segye.com/content/html/2017/02/24/20170224002021.html,notbad
시대와 투쟁했던 운동가 백기완 별세,https://www.donga.com/news/article/all/20210216/105432635/1,bad
‘엄마가 갈게!’ 경기장에서 모유 수유 한 농구선수 화제,https://www.donga.com/news/article/all/20210310/105820425/2,notbad
대구서 한 달 동안 방역수칙 위반 29곳 적발,http://news.kmib.co.kr/article/view.asp?arcid=0015968839&code=61122020&cp=kd,bad
훨훨 난 반도체… 코스피 2500 돌파,http://www.segye.com/content/html/2020/11/16/20201116515001.html,notbad
‘악기 상자에 몸을 숨겨 레바논으로 탈출하라’ 곤 전 회장 패러디 게임 등장,http://www.segye.com/content/html/2020/01/10/20200110509866.html,notbad
AI 위기경보 ‘심각’에서 ‘주의’로 내려...6월 19일 이후 추가발생 '無',http://news.khan.co.kr/kh_news/khan_art_view.html?artid=201707271440001&code=920100,notbad
"100년 전통 뉴욕데일리뉴스, 편집국 없애고 ‘재택근무’로 발행",https://biz.chosun.com/site/data/html_dir/2020/08/14/2020081400488.html?utm_source=bigkinds&utm_medium=original&utm_campaign=biz,notbad
"[왜?]롯데百, 6병에 5만원 와인 패키지 출시",http://news.khan.co.kr/kh_news/khan_art_view.html?artid=201704061514001&code=920401,notbad
"넥센타이어, 미래기술연구소장에 日 브리지스톤 연구소장 출신 영입",https://biz.chosun.com/site/data/html_dir/2020/07/27/2020072701662.html?utm_source=bigkinds&utm_medium=original&utm_campaign=biz,notbad
한국GM 법인분리 파장…인천시 “주행시험장 돌려달라”,http://www.hani.co.kr/arti/society/area/866681.html,bad
국감장도 거리두기… 북적였던 본청 ‘썰렁’,http://www.segye.com/content/html/2020/10/07/20201007522615.html,bad
충북 영동군 정부법무공단과 협약,http://www.seoul.co.kr/news/newsView.php?id=20200417500112,notbad
"개학 땐 방역 한계…정부, 2주간 ‘사회적 거리’ 더 벌린다",http://news.khan.co.kr/kh_news/khan_art_view.html?artid=202003222242005&code=940601,notbad
최근 일본의 케이팝 중고생 팬들 사이에서 유행하는 것,https://www.joongang.co.kr/article/21624322,notbad
타인 계좌서 통신요금 결제한 뒤 환불받은 20대 적발,http://news.khan.co.kr/kh_news/khan_art_view.html?artid=201605311451001&code=940202,bad
"“속옷에 정확히 독극물 묻혔다” 나발니, 암살 요원 증언 받아내",https://www.chosun.com/international/europe/2020/12/23/PHVQNSEDX5GBRDCDFPHZTKDM6I/?utm_source=bigkinds&utm_medium=original&utm_campaign=news,bad
"'경희대 아이돌' 논란 기획사 대표 ""처음에 서류 잘못 넣어""",https://www.joongang.co.kr/article/22293336,bad
[포토] 대구 의료진 ‘오늘도 파이팅’,http://www.seoul.co.kr/news/newsView.php?id=20200331800002,notbad
"반도문화재단, 반도 전시기획 공모전 개최",https://www.donga.com/news/article/all/20210708/107861171/2,notbad
"쌍용차 파업 진압, MB청와대가 최종 승인",http://news.kmib.co.kr/article/view.asp?arcid=0923999894&code=11131900,bad
"SKC, 배터리 핵심소재 동박 생산능력 ‘쑥’",http://www.segye.com/content/html/2021/05/26/20210526514274.html,notbad
‘2018 글로벌 강소기업’ 아람휴비스 박동순 대표 “매출액 17% R&D 투자가 경쟁력 비결”,http://news.kmib.co.kr/article/view.asp?arcid=0924039900&code=11151400,notbad
‘아내의 맛’ 측 “함소원 부친상 애도…현충원 안장 예정”,http://www.donga.com/news/article/all/20191210/98737966/2,bad
김진태 “명단공개” 이종명 “조건부 사퇴”… 반성은 없었다,http://www.seoul.co.kr/news/newsView.php?id=20190213005019,bad
"하태경 “홍준표, 입만 열면 시궁창 냄새 진동”",http://www.seoul.co.kr/news/newsView.php?id=20170801500120,bad
10년만에 ‘초한지’ 완간 형민우 “너무 오래 걸려 미안합니다”,http://www.hani.co.kr/arti/culture/book/888288.html,notbad
"[서울포토] 국민의당 “사드 배치 철회, 국회 동의 촉구”",http://www.seoul.co.kr/news/newsView.php?id=20160719500099,bad
카카오게임즈 청약 최대 큰손은 70대,https://www.chosun.com/economy/stock-finance/2020/09/04/2PHRAAQ2VBDPNIM7C6K52WFLAU/?utm_source=bigkinds&utm_medium=original&utm_campaign=news,notbad
세계에 대동굿 알린 萬神 김금화 별세,http://news.chosun.com/site/data/html_dir/2019/02/25/2019022500094.html?utm_source=bigkinds&utm_medium=original&utm_campaign=news,bad
한국가스공사-‘신성장동력’ 수소사업본부 설치하고 체질 개선 나서,http://news.khan.co.kr/kh_news/khan_art_view.html?artid=202102252015035&code=820100,notbad
"대웅제약, 나보타 美 시장 공략 박차…내달 소비자 마케팅 전개",http://news.donga.com/3/all/20190607/95887594/1,notbad
한국당 ‘수해 외유 충북도의원’ 3명 제명… 민주당은?,http://www.seoul.co.kr/news/newsView.php?id=20170722004008,bad
술 마시다 친척 흉기로 찌른 50대 집행유예,http://news.kmib.co.kr/article/view.asp?arcid=0011853775&code=61122026&cp=kd,bad
"‘브루나이 국립대 방문’ 김정숙 여사 “한국어 공부, 소통의 길 여는 것…감동”",http://news.donga.com/3/all/20190312/94499799/2,notbad
노무현 정부 ‘국방개혁 2030’ 다시 꺼낸 문 대통령,https://www.joongang.co.kr/article/21582853,notbad
강릉 펜션 참사…서울 대성고 이번주 휴교 결정,https://www.joongang.co.kr/article/23221818,bad
[유현준의 도시 이야기] 백신 예방주사가 만든 현대 도시,https://www.chosun.com/site/data/html_dir/2020/02/28/2020022800028.html?utm_source=bigkinds&utm_medium=original&utm_campaign=news,notbad
“밥 먹다가도 대리주차하고 차 빼는데 수당 요구했다고 용역 전환이라니요”,http://news.khan.co.kr/kh_news/khan_art_view.html?artid=201711212238025&code=940702,bad
재외동포 언론사 편집인 초청 심포지엄,http://www.seoul.co.kr/news/newsView.php?id=20161124025026,notbad
[포토] 또 무너진 ‘도깨비’ 촬영지 해변,http://www.seoul.co.kr/news/newsView.php?id=20200521800015,bad
"‘남우현-켄-노태현’ 뮤지컬 ‘메피스토’, 높은 관람평 눈길",http://news.kmib.co.kr/article/view.asp?arcid=0013461699&code=61171111&cp=kd,notbad
"드디어 터졌다… 호날두, 시즌 첫 ‘챔스리그 골’",http://www.munhwa.com/news/view.html?no=2018110801032739321002,notbad
"바람이 분다, 하늘이 높다, 가을이 온다",http://news.khan.co.kr/kh_news/khan_art_view.html?artid=201708291428001&code=940100,notbad
유기동물 24마리 새 가족 찾습니다,http://news.donga.com/3/all/20180315/89126188/1,notbad
<인사>디지털타임스 外,http://www.munhwa.com/news/view.html?no=2019020101073645000001,notbad
‘부동산 불패’ 되레 키운 정부…“보유세 올려라”,http://news.khan.co.kr/kh_news/khan_art_view.html?artid=202006301745001&code=920202,bad
“성폭력 간부와 일하게 됐다” 문자 뒤 숨진 공무원,http://news.kmib.co.kr/article/view.asp?arcid=0014806748&code=61121111&cp=kd,bad
"文-金, 오전·오후 2차례 회담…‘친교산책’도 한다",http://www.munhwa.com/news/view.html?no=2018042601070121079001,notbad
"휴가철, 비키니 몸매 걱정? 멀티중주파 관리기 르바디폼 ‘인기’",http://www.segye.com/content/html/2017/08/04/20170804000907.html,notbad
"오종혁, 4월 결혼 “나를 믿어주는 친구…빨리 마음의 안정 찾고 싶다”",http://www.segye.com/content/html/2021/04/08/20210408511880.html,notbad
[포토] 격렬해진 베네수엘라의 대통령 퇴진시위,http://news.kmib.co.kr/article/view.asp?arcid=0923734169&code=11141800,bad
[경향포토]안녕하세요 후보님,http://news.khan.co.kr/kh_news/khan_art_view.html?artid=201710101524001&code=910100,notbad
접종자 ‘팝콘’ 먹으며 영화… ‘방역패스’ 없으면 헬스장 못 가요,http://www.seoul.co.kr/news/newsView.php?id=20211101003012,notbad
[경향포토] 검찰 승합차 타는 양승태 전 대법원장,http://news.khan.co.kr/kh_news/khan_art_view.html?artid=201901231627001&code=940100,bad
"이민영, LPGA 토토재팬 클래식 1라운드 6명과 공동 선두",https://www.joongang.co.kr/article/22081563,notbad
<세상 만사-나라 안>마약판매 태국인 8명 구속,http://www.munhwa.com/news/view.html?no=2017081401072227271002,bad
‘NO 재팬’ 부산항여객터미널과 대마도 한국상인들 피해 심각,http://news.kmib.co.kr/article/view.asp?arcid=0013694742&code=61122019&cp=kd,bad
"[속보] 최민정, 쇼트트랙 여자 1000m 준결승 진출",http://news.khan.co.kr/kh_news/khan_art_view.html?artid=201802221932011&code=980901,notbad
서울시청 간 안철수 “나는 확실히 이길 수 있는 후보”,https://www.chosun.com/politics/assembly/2021/03/10/PWYIRNE25RBYRMM2EIX35KWXXU/?utm_source=bigkinds&utm_medium=original&utm_campaign=news,notbad
해충 잡는 곤충 … 이충제충 농법 떴다,https://www.joongang.co.kr/article/21436507,notbad
서울 강남의 착한 돈가스 ‘무공돈까스’,http://www.seoul.co.kr/news/newsView.php?id=20191202500058,notbad
"블루보틀커피코리아, 제주카페 30일 오픈…서울 밖 첫 매장",https://www.donga.com/news/article/all/20210726/108156398/1,notbad
‘영상판독 강화’ MLB 경기장 카메라 두 배로 늘린다,http://news.kmib.co.kr/article/view.asp?arcid=0014825133&code=61161311&cp=kd,notbad
"[속보] 통합당 새 원내대표에 주호영, 정책위의장에 이종배",http://www.segye.com/content/html/2020/05/08/20200508513061.html,notbad
"정청래, 떠나는 양정철 향해 ""눈물 흘릴 형의 얼굴이 떠오른다""",https://www.joongang.co.kr/article/21581791,notbad
선체 부식 막아라… 세월호 고압세척 시작,http://www.segye.com/content/html/2017/04/13/20170413002273.html,bad
"남동구, 화상으로 인도네시아 시장을 열다",https://www.joongang.co.kr/article/23818218,notbad
울산 큰돌고래 수입… 시민단체 “동물학대”,/news/newsView.php?id=20170210014011,bad
오세훈표 ‘서울런’ 멘토단 500명 모집… ‘학습빈틈’ 메울까,http://news.kmib.co.kr/article/view.asp?arcid=0016172525&code=61121111&cp=kd,notbad
[박 前대통령 구속 이후] 최순실 넉달만에 일반면회 허용…朴구속 영향,http://www.seoul.co.kr/news/newsView.php?id=20170403006013,bad
여자 탁구 ‘차세대 에이스’ 신유빈 또 성장할까,http://www.segye.com/content/html/2021/11/18/20211118515826.html,notbad
가해자 쿠오모 도왔다가…여성인권 단체 ‘타임스업’ 회장 자진 사임,http://www.munhwa.com/news/view.html?no=20210827MW143307873134,bad
"[포토] 임수향, '수줍은 노출'",http://www.segye.com/content/html/2017/04/28/20170428002501.html,notbad
고(故) 김재규 조카 “조사관이 가족들 협박해 외삼촌은 변호인 포기”,http://www.segye.com/content/html/2020/05/27/20200527516354.html,bad
애플 독주 체제 더욱 굳어진 스마트폰 시장,https://www.joongang.co.kr/article/21635697,notbad
네이버 통장… SKT 통장… 금융영토 공략 속도내는 IT 기업들,https://www.donga.com/news/article/all/20200608/101420198/1,notbad
이재명 ‘기본소득’ vs 오세훈 ‘안심소득’,http://www.seoul.co.kr/news/newsView.php?id=20210529500063,bad
비타에듀 문상주 회장 “한국 국력·국운 5년내 세계 5위” 책 발간,https://www.joongang.co.kr/article/23826443,notbad
“40% 할인” 11월은 여행가는 달…10% 더 깎아주는 도시는?,https://www.joongang.co.kr/article/25022820,notbad
4차 대유행 우려에 진단키트株 다시 상승세,https://www.chosun.com/economy/stock-finance/2021/07/09/UCAXGIWZRZHFPNMNRL6LBU7HIU/?utm_source=bigkinds&utm_medium=original&utm_campaign=news,notbad
[살며 사랑하며-오병훈] 차나무,http://news.kmib.co.kr/article/view.asp?arcid=0923868063&code=11171315,notbad
“카톡으로 주식거래” 카카오 증권업 진출 가시화,http://www.donga.com/news/article/all/20200123/99385598/1,notbad
"日 여당, 총재 선거 앞두고 계파별 움직임 분주",http://www.segye.com/content/html/2018/01/26/20180126004062.html,notbad
‘화이트리스트’ 김기춘 검찰 출석,http://news.kmib.co.kr/article/view.asp?arcid=0011994016&code=61121111&cp=kd,bad
"[사설] 백신·반도체 맞교환, 한미동맹 강화 계기 된다",http://www.seoul.co.kr/news/newsView.php?id=20210519027010,notbad
"“미세먼지, 천식 유발하고 피부노화-정신질환에 직접 관여”",http://news.donga.com/3/all/20190308/94442705/1,notbad
생보 설계사 월소득 평균 307만원…손보는 285만원,http://biz.chosun.com/site/data/html_dir/2019/06/23/2019062300713.html?utm_source=bigkinds&utm_medium=original&utm_campaign=biz,notbad
"한미약품 제이브이엠, 작년 매출 2.4% 감소…수출 부진 영향",http://news.donga.com/3/all/20190129/93917612/2,notbad
"새로 얻은 손으로 방망이 휘두르는 10살 소년… ""세계 첫 아동 이식 수술, 성공적""",http://news.khan.co.kr/kh_news/khan_art_view.html?artid=201707191603001&code=970100,notbad
대구시 SNS 채널 ‘다채움’ 시민소통창구 자리매김,http://www.segye.com/content/html/2016/10/30/20161030000846.html,notbad
